movie_id,avg_rating,movie_title,release_date,release_year,IMDb_URL,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
353,2.428571429,Deep Rising ,1/30/1998,1998,http://us.imdb.com/M/title-exact?imdb-title-118956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,3.486111111,"Wedding Singer, The ",2/13/1998,1998,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
355,2.926829268,Sphere ,2/13/1998,1998,http://us.imdb.com/M/title-exact?Sphere+(1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,3.381443299,"Client, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
357,4.291666667,One Flew Over the Cuckoo's Nest ,1/1/1975,1975,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,2.615384615,Spawn ,8/1/1997,1997,http://us.imdb.com/M/title-exact?Spawn+(1997/I),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,3.5,"Assignment, The ",1/1/1997,1997,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,3.2,Wonderland ,1/1/1997,1997,http://us.imdb.com/M/title-exact?Wonderland+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,3.5,Incognito ,1/1/1997,1997,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,2.821428571,Blues Brothers 2000 ,2/6/1998,1998,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
363,2.723404255,Sudden Death ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2.675675676,Ace Ventura: When Nature Calls ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3.208333333,Powder ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Powder%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,3.340425532,Dangerous Minds ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,3.458823529,Clueless ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Clueless%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1.903225806,Bio-Dome ,1/1/1996,1996,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2.636363636,Black Sheep ,2/2/1996,1996,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2.820512821,Mary Reilly ,2/23/1996,1996,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
371,3.164179104,"Bridges of Madison County, The ",2/9/1996,1996,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
372,3.529411765,Jeffrey ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2.897435897,Judge Dredd ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,2.272727273,Mighty Morphin Power Rangers: The Movie ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1.956521739,Showgirls ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Showgirls%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,2.833333333,Houseguest ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Houseguest%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2.153846154,Heavyweights ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,3.722772277,Miracle on 34th Street ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,2.976744186,Tales From the Crypt Presents: Demon Knight ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,3.336206897,Star Trek: Generations ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,3.55,Muriel's Wedding ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
382,3.594594595,"Adventures of Priscilla, Queen of the Desert, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,2.064516129,"Flintstones, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2.782608696,Naked Gun 33 1/3: The Final Insult ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,3.5625,True Lies ,1/1/1994,1994,http://us.imdb.com/M/title-exact?True%20Lies%20(1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
386,2.816091954,Addams Family Values ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,3.384615385,"Age of Innocence, The ",1/1/1993,1993,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,2.392857143,Beverly Hills Cop III ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,3.444444444,Black Beauty ,1/1/1994,1994,http://us.imdb.com/Title?Black+Beauty+(1994/I),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,3.2,Fear of a Black Hat ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2.745762712,Last Action Hero ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,3.544117647,"Man Without a Face, The ",1/1/1993,1993,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,3.411458333,Mrs. Doubtfire ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,3.333333333,Radioland Murders ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
395,2.589285714,Robin Hood: Men in Tights ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2.814814815,Serial Mom ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
397,2.583333333,Striking Distance ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2.076923077,Super Mario Bros. ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,3.303370787,"Three Musketeers, The ",1/1/1993,1993,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2.722222222,"Little Rascals, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2.802631579,"Brady Bunch Movie, The ",1/1/1995,1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,3.464705882,Ghost ,1/1/1990,1990,http://us.imdb.com/M/title-exact?Ghost%20(1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
403,3.427860697,Batman ,1/1/1989,1989,http://us.imdb.com/M/title-exact?Batman%20(1989),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,3.673267327,Pinocchio ,1/1/1940,1940,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,3.313953488,Mission: Impossible ,5/22/1996,1996,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,2.448979592,Thinner ,10/25/1996,1996,http://us.imdb.com/M/title-exact?Thinner%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,2.511627907,Spy Hard ,5/24/1996,1996,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,4.491071429,"Close Shave, A ",4/28/1996,1996,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,3.142857143,Jack ,8/7/1996,1996,http://us.imdb.com/M/title-exact?Jack%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,3.12962963,Kingpin ,7/12/1996,1996,http://us.imdb.com/M/title-exact?Kingpin%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2.914110429,"Nutty Professor, The ",6/28/1996,1996,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
412,2.397849462,"Very Brady Sequel, A ",8/23/1996,1996,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2.636363636,Tales from the Crypt Presents: Bordello of Blood ,7/19/1996,1996,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,3.532258065,My Favorite Year ,1/1/1982,1982,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2.84,"Apple Dumpling Gang, The ",1/1/1975,1975,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
416,3.484375,Old Yeller ,1/1/1957,1957,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,3.095890411,"Parent Trap, The ",1/1/1961,1961,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,3.581395349,Cinderella ,1/1/1950,1950,http://us.imdb.com/M/title-exact?Cinderella%20(1950),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,3.724719101,Mary Poppins ,1/1/1964,1964,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,3.666666667,Alice in Wonderland ,1/1/1951,1951,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,3.594339623,William Shakespeare's Romeo and Juliet ,10/25/1996,1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,2.846153846,Aladdin and the King of Thieves ,1/1/1996,1996,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,3.833333333,E.T. the Extra-Terrestrial ,1/1/1982,1982,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
424,1.315789474,Children of the Corn: The Gathering ,1/1/1996,1996,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,3.741176471,Bob Roberts ,1/1/1992,1992,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2.84375,"Transformers: The Movie, The ",1/1/1986,1986,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
427,4.292237443,To Kill a Mockingbird ,1/1/1962,1962,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,3.818181818,Harold and Maude ,1/1/1971,1971,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,3.93814433,"Day the Earth Stood Still, The ",1/1/1951,1951,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
430,4,Duck Soup ,1/1/1933,1933,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,3.535947712,Highlander ,1/1/1986,1986,http://us.imdb.com/M/title-exact?Highlander%20(1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,3.770114943,Fantasia ,1/1/1940,1940,http://us.imdb.com/M/title-exact?Fantasia%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,3.69005848,Heathers ,1/1/1989,1989,http://us.imdb.com/M/title-exact?Heathers%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,3.835820896,Forbidden Planet ,1/1/1956,1956,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,3.949074074,Butch Cassidy and the Sundance Kid ,1/1/1969,1969,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,3.535353535,"American Werewolf in London, An ",1/1/1981,1981,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,1,Amityville 1992: It's About Time ,1/1/1992,1992,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,1.166666667,Amityville 3-D ,1/1/1983,1983,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,1,Amityville: A New Generation ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,1.642857143,Amityville II: The Possession ,1/1/1982,1982,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,2.566037736,"Amityville Horror, The ",1/1/1979,1979,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,1.25,"Amityville Curse, The ",1/1/1990,1990,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,3.808641975,"Birds, The ",1/1/1963,1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,2.717391304,"Blob, The ",1/1/1958,1958,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,3.5,"Body Snatcher, The ",1/1/1945,1945,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,2.444444444,Burnt Offerings ,1/1/1976,1976,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,3.504132231,Carrie ,1/1/1976,1976,http://us.imdb.com/M/title-exact?Carrie%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,3.388235294,"Omen, The ",1/1/1976,1976,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,3.034188034,Star Trek: The Motion Picture ,1/1/1979,1979,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,2.396825397,Star Trek V: The Final Frontier ,1/1/1989,1989,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,3.347058824,Grease ,1/1/1978,1978,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
452,2.666666667,Jaws 2 ,1/1/1978,1978,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,1.9375,Jaws 3-D ,1/1/1983,1983,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,2.875,Bastard Out of Carolina ,12/15/1996,1996,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,3.255172414,Jackie Chan's First Strike ,1/10/1997,1997,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2.3125,Beverly Hills Ninja ,1/17/1997,1997,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1.740740741,Free Willy 3: The Rescue ,8/8/1997,1997,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,3.122222222,Nixon ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Nixon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,3.75,"Cry, the Beloved Country ",1/1/1995,1995,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,3,"Crossing Guard, The ",1/1/1995,1995,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,3.621621622,Smoke ,1/1/1995,1995,http://us.imdb.com/M/title-exact?Smoke%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,3.804054054,Like Water For Chocolate (Como agua para chocolate) ,1/1/1992,1992,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,3.85915493,"Secret of Roan Inish, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,3.592592593,Vanya on 42nd Street ,1/1/1994,1994,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,3.564705882,"Jungle Book, The ",1/1/1994,1994,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,3.596153846,Red Rock West ,1/1/1992,1992,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,3.791666667,"Bronx Tale, A ",1/1/1993,1993,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,3.3125,Rudy ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Rudy%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,3.776119403,Short Cuts ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,3.666666667,Tombstone ,1/1/1993,1993,http://us.imdb.com/M/title-exact?Tombstone%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,3.610859729,Courage Under Fire ,3/8/1996,1996,http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,3.082278481,Dragonheart ,5/31/1996,1996,http://us.imdb.com/M/title-exact?Dragonheart%20(1996),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,3.126984127,James and the Giant Peach ,4/12/1996,1996,http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,4.25257732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1/1/1963,1963,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
475,3.884,Trainspotting ,7/19/1996,1996,http://us.imdb.com/Title?Trainspotting+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,3.01875,"First Wives Club, The ",9/14/1996,1996,"http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3.210526316,Matilda ,8/2/1996,1996,http://us.imdb.com/M/title-exact?Matilda%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,4.115384615,"Philadelphia Story, The ",1/1/1940,1940,"http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
479,4.251396648,Vertigo ,1/1/1958,1958,http://us.imdb.com/M/title-exact?Vertigo%20(1958),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
480,4.284916201,North by Northwest ,1/1/1959,1959,http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
481,3.936507937,"Apartment, The ",1/1/1960,1960,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
482,3.984375,Some Like It Hot ,1/1/1959,1959,http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
483,4.456790123,Casablanca ,1/1/1942,1942,http://us.imdb.com/M/title-exact?Casablanca%20(1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
484,4.210144928,"Maltese Falcon, The ",1/1/1941,1941,"http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
485,3.816,My Fair Lady ,1/1/1964,1964,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,3.796875,Sabrina ,1/1/1954,1954,http://us.imdb.com/M/title-exact?Sabrina%20(1954),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,4.102941176,Roman Holiday ,1/1/1953,1953,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
488,4.2,Sunset Blvd. ,1/1/1950,1950,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
